"timeid","DFG_year","var","nitrogen","appl","TT","trait","group","g","trt","part","BBCH","Trait","Das","Acc_Radiation","namCombine"
"Early","DFG2021","Patras",176,"Split",NA,"gLI_max",NA,"Split_176_Early","Split 176",NA,NA,0.906624533987028,NA,NA,"gLI_max"
"Early","DFG2021","Patras",176,"Split",NA,"grain_area",NA,"Split_176_Early","Split 176","plot","harvest",18.2333333333333,NA,NA,"grain_area"
"Early","DFG2021","Patras",176,"Split",NA,"grain_bulk_density",NA,"Split_176_Early","Split 176","plot","harvest",66.7666666666667,NA,NA,"grain_bulk_density"
"Early","DFG2021","Patras",176,"Split",NA,"grain_circularity",NA,"Split_176_Early","Split 176","plot","harvest",1.3,NA,NA,"grain_circularity"
"Early","DFG2021","Patras",176,"Split",NA,"grain_LB_ratio",NA,"Split_176_Early","Split 176","plot","harvest",1.9,NA,NA,"grain_LB_ratio"
"Early","DFG2021","Patras",176,"Split",NA,"grain_length",NA,"Split_176_Early","Split 176","plot","harvest",6.7,NA,NA,"grain_length"
"Early","DFG2021","Patras",176,"Split",NA,"grain_width",NA,"Split_176_Early","Split 176","plot","harvest",3.63333333333333,NA,NA,"grain_width"
"Early","DFG2021","Patras",176,"Split",NA,"gSPAD_61",NA,"Split_176_Early","Split 176",NA,NA,52.3188866256864,NA,NA,"gSPAD_61"
"Early","DFG2021","Patras",176,"Split",NA,"gSPAD_duration",NA,"Split_176_Early","Split 176",NA,NA,489.932140327312,NA,NA,"gSPAD_duration"
"Early","DFG2021","Patras",176,"Split",NA,"gSPAD_int",NA,"Split_176_Early","Split 176",NA,NA,22590.5005482653,NA,NA,"gSPAD_int"
"Early","DFG2021","Patras",176,"Split",NA,"gSPAD_int_mean",NA,"Split_176_Early","Split 176",NA,NA,46.1094480006417,NA,NA,"gSPAD_int_mean"
"Early","DFG2021","Patras",176,"Split",NA,"gSPAD_max",NA,"Split_176_Early","Split 176",NA,NA,52.5,NA,NA,"gSPAD_max"
"Early","DFG2021","Patras",176,"Split",NA,"LAD55",NA,"Split_176_Early","Split 176",NA,NA,2638.71687006633,NA,NA,"LAD55"
"Early","DFG2021","Patras",176,"Split",NA,"LAD59",NA,"Split_176_Early","Split 176",NA,NA,2258.33455670878,NA,NA,"LAD59"
"Early","DFG2021","Patras",176,"Split",NA,"LAD61",NA,"Split_176_Early","Split 176",NA,NA,2491.16199127228,NA,NA,"LAD61"
"Early","DFG2021","Patras",176,"Split",NA,"LAImax55",NA,"Split_176_Early","Split 176",NA,NA,4.35,NA,NA,"LAImax55"
"Early","DFG2021","Patras",176,"Split",NA,"LAImax59",NA,"Split_176_Early","Split 176",NA,NA,4.35,NA,NA,"LAImax59"
"Early","DFG2021","Patras",176,"Split",NA,"LAImax61",NA,"Split_176_Early","Split 176",NA,NA,4.35,NA,NA,"LAImax61"
"Early","DFG2021","Patras",176,"Split",NA,"LAImaxTT55",NA,"Split_176_Early","Split 176",NA,NA,1417.54166666667,NA,NA,"LAImaxTT55"
"Early","DFG2021","Patras",176,"Split",NA,"LAImaxTT59",NA,"Split_176_Early","Split 176",NA,NA,1417.54166666667,NA,NA,"LAImaxTT59"
"Early","DFG2021","Patras",176,"Split",NA,"LAImaxTT61",NA,"Split_176_Early","Split 176",NA,NA,1417.54166666667,NA,NA,"LAImaxTT61"
"Early","DFG2021","Patras",176,"Split",NA,"RUE",NA,"Split_176_Early","Split 176","biomass_sum","61_87",2.2447187769395,NA,NA,"RUE"
"Early","DFG2021","Patras",176,"Split",NA,"S",NA,"Split_176_Early","Split 176",NA,NA,30,NA,NA,"S"
"Early","DFG2021","Patras",176,"Split",NA,"S00_09",NA,"Split_176_Early","Split 176",NA,NA,166,NA,NA,"S00_09"
"Early","DFG2021","Patras",176,"Split",NA,"S09_13",NA,"Split_176_Early","Split 176",NA,NA,344,NA,NA,"S09_13"
"Early","DFG2021","Patras",176,"Split",NA,"S13_23",NA,"Split_176_Early","Split 176",NA,NA,333,NA,NA,"S13_23"
"Early","DFG2021","Patras",176,"Split",NA,"S23_31",NA,"Split_176_Early","Split 176",NA,NA,176,NA,NA,"S23_31"
"Early","DFG2021","Patras",176,"Split",NA,"S31_41",NA,"Split_176_Early","Split 176",NA,NA,387,NA,NA,"S31_41"
"Early","DFG2021","Patras",176,"Split",NA,"S31_61",NA,"Split_176_Early","Split 176",NA,NA,587,NA,NA,"S31_61"
"Early","DFG2021","Patras",176,"Split",NA,"S41_51",NA,"Split_176_Early","Split 176",NA,NA,109,NA,NA,"S41_51"
"Early","DFG2021","Patras",176,"Split",NA,"S51_61",NA,"Split_176_Early","Split 176",NA,NA,92,NA,NA,"S51_61"
"Early","DFG2021","Patras",176,"Split",NA,"S61_71",NA,"Split_176_Early","Split 176",NA,NA,188,NA,NA,"S61_71"
"Early","DFG2021","Patras",176,"Split",NA,"S61_87",NA,"Split_176_Early","Split 176",NA,NA,721,NA,NA,"S61_87"
"Early","DFG2021","Patras",176,"Split",NA,"S71_77",NA,"Split_176_Early","Split 176",NA,NA,111,NA,NA,"S71_77"
"Early","DFG2021","Patras",176,"Split",NA,"S77_87",NA,"Split_176_Early","Split 176",NA,NA,422,NA,NA,"S77_87"
"Early","DFG2021","Patras",176,"Split",NA,"TT_gLAI_50",NA,"Split_176_Early","Split 176",NA,NA,2144.56270533814,NA,NA,"TT_gLAI_50"
"Early","DFG2021","Patras",176,"Split",NA,"TT_gLI_50",NA,"Split_176_Early","Split 176",NA,NA,2179.86850257291,NA,NA,"TT_gLI_50"
"Early","DFG2021","Patras",176,"Split",NA,"TT_gSPAD_50",NA,"Split_176_Early","Split 176",NA,NA,2096.67797366064,NA,NA,"TT_gSPAD_50"
"Early","DFG2021","Patras",176,"Split",NA,"TT55",NA,"Split_176_Early","Split 176",NA,NA,1572.82275591103,NA,NA,"TT55"
"Early","DFG2021","Patras",176,"Split",NA,"TT59",NA,"Split_176_Early","Split 176",NA,NA,1660.27817664686,NA,NA,"TT59"
"Early","DFG2021","Patras",176,"Split",NA,"TT61",NA,"Split_176_Early","Split 176",NA,NA,1606.74583333333,NA,NA,"TT61"
"Early","DFG2021","Patras",176,"Split",NA,"TT87",NA,"Split_176_Early","Split 176",NA,NA,2328.00416666667,NA,NA,"TT87"
"Early","DFG2021","Patras",220,"Combined",749.191666666667,"biomass","2021-03-16","Combined_220_Early","Combined 220","straw","23",0.22999999885,145,149777,"straw_biomass23"
"Early","DFG2021","Patras",220,"Combined",749.191666666667,"tiller","2021-03-16","Combined_220_Early","Combined 220","biomasscut","23",5.74999997125,145,149777,"tiller_23"
"Early","DFG2021","Patras",220,"Combined",1026.84166666667,"biomass","2021-04-27","Combined_220_Early","Combined 220","straw","31",1.2564999937175,187,306224.2,"straw_biomass31"
"Early","DFG2021","Patras",220,"Combined",1026.84166666667,"Height","2021-04-27","Combined_220_Early","Combined 220",NA,"31",19.3333333333333,187,306224.2,"Height_31"
"Early","DFG2021","Patras",220,"Combined",1026.84166666667,"tiller","2021-04-27","Combined_220_Early","Combined 220","biomasscut","31",12.24999993875,187,306224.2,"tiller_31"
"Early","DFG2021","Patras",220,"Combined",1081.425,"LI","2021-05-03","Combined_220_Early","Combined 220",NA,NA,0.567170225099699,193,330686.5,"LI"
"Early","DFG2021","Patras",220,"Combined",1106.09166666667,"LI","2021-05-06","Combined_220_Early","Combined 220",NA,NA,0.609068355622834,196,343967,"LI"
"Early","DFG2021","Patras",220,"Combined",1161.86666666667,"LAI","2021-05-10","Combined_220_Early","Combined 220",NA,NA,2.38,200,365647,"LAI"
"Early","DFG2021","Patras",220,"Combined",1161.86666666667,"LI","2021-05-10","Combined_220_Early","Combined 220",NA,NA,0.661177619050185,200,365647,"LI"
"Early","DFG2021","Patras",220,"Combined",1189.80833333333,"LAI","2021-05-12","Combined_220_Early","Combined 220",NA,NA,2.65,202,371087.7,"LAI"
"Early","DFG2021","Patras",220,"Combined",1189.80833333333,"LI","2021-05-12","Combined_220_Early","Combined 220",NA,NA,0.715689319695103,202,371087.7,"LI"
"Early","DFG2021","Patras",220,"Combined",1249.22916666667,"LAI","2021-05-17","Combined_220_Early","Combined 220",NA,NA,3.115,207,394336,"LAI"
"Early","DFG2021","Patras",220,"Combined",1249.22916666667,"LI","2021-05-17","Combined_220_Early","Combined 220",NA,NA,0.811196011488647,207,394336,"LI"
"Early","DFG2021","Patras",220,"Combined",1283.27916666667,"LAI","2021-05-20","Combined_220_Early","Combined 220",NA,NA,4.26,210,409544.4,"LAI"
"Early","DFG2021","Patras",220,"Combined",1283.27916666667,"LI","2021-05-20","Combined_220_Early","Combined 220",NA,NA,0.846211621097557,210,409544.4,"LI"
"Early","DFG2021","Patras",220,"Combined",1343.12916666667,"LAI","2021-05-25","Combined_220_Early","Combined 220",NA,NA,4.15,215,432441.5,"LAI"
"Early","DFG2021","Patras",220,"Combined",1354.5375,"LAI","2021-05-26","Combined_220_Early","Combined 220",NA,NA,4.315,216,437563.3,"LAI"
"Early","DFG2021","Patras",220,"Combined",1354.5375,"LI","2021-05-26","Combined_220_Early","Combined 220",NA,NA,0.891734731950606,216,437563.3,"LI"
"Early","DFG2021","Patras",220,"Combined",1377.36666666667,"LI","2021-05-28","Combined_220_Early","Combined 220",NA,NA,0.90047883349981,218,446986.4,"LI"
"Early","DFG2021","Patras",220,"Combined",1417.54166666667,"biomass","2021-05-31","Combined_220_Early","Combined 220","straw","41",6.6734999666325,221,466746.7,"straw_biomass41"
"Early","DFG2021","Patras",220,"Combined",1417.54166666667,"Height","2021-05-31","Combined_220_Early","Combined 220",NA,"41",68.6666666666667,221,466746.7,"Height_41"
"Early","DFG2021","Patras",220,"Combined",1417.54166666667,"LAI","2021-05-31","Combined_220_Early","Combined 220",NA,"41",4.43,221,466746.7,"LAI_41"
"Early","DFG2021","Patras",220,"Combined",1417.54166666667,"LI","2021-05-31","Combined_220_Early","Combined 220",NA,"41",0.863540765145555,221,466746.7,"LI_41"
"Early","DFG2021","Patras",220,"Combined",1417.54166666667,"tiller","2021-05-31","Combined_220_Early","Combined 220","biomasscut","41",7.2999999635,221,466746.7,"tiller_41"
"Early","DFG2021","Patras",220,"Combined",1435.45,"GBD","2021-06-01","Combined_220_Early","Combined 220",NA,NA,100,222,474493.7,"GBD"
"Early","DFG2021","Patras",220,"Combined",1435.45,"LAI","2021-06-01","Combined_220_Early","Combined 220",NA,NA,4.705,222,474493.7,"LAI"
"Early","DFG2021","Patras",220,"Combined",1435.45,"LI","2021-06-01","Combined_220_Early","Combined 220",NA,NA,0.915384371387519,222,474493.7,"LI"
"Early","DFG2021","Patras",220,"Combined",1454.83333333333,"SPAD","2021-06-02","Combined_220_Early","Combined 220",NA,NA,54.3333333333333,223,481635.9,"SPAD"
"Early","DFG2021","Patras",220,"Combined",1548.1125,"GBD","2021-06-07","Combined_220_Early","Combined 220",NA,NA,98.3333333333333,228,503132.8,"GBD"
"Early","DFG2021","Patras",220,"Combined",1548.1125,"LAI","2021-06-07","Combined_220_Early","Combined 220",NA,NA,4.88,228,503132.8,"LAI"
"Early","DFG2021","Patras",220,"Combined",1548.1125,"LI","2021-06-07","Combined_220_Early","Combined 220",NA,NA,0.933807241158364,228,503132.8,"LI"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"biomass","2021-06-08","Combined_220_Early","Combined 220","biomass_sum","51",9.3514999532425,229,508806.8,"biomass_sum_biomass51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"biomass","2021-06-08","Combined_220_Early","Combined 220","ear","51",1.4284999928575,229,508806.8,"ear_biomass51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"biomass","2021-06-08","Combined_220_Early","Combined 220","straw","51",7.922999960385,229,508806.8,"straw_biomass51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"Height","2021-06-08","Combined_220_Early","Combined 220",NA,"51",81.6666666666667,229,508806.8,"Height_51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"LAI","2021-06-08","Combined_220_Early","Combined 220",NA,"51",4.935,229,508806.8,"LAI_51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"LI","2021-06-08","Combined_220_Early","Combined 220",NA,"51",0.942992435622676,229,508806.8,"LI_51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"spike_number","2021-06-08","Combined_220_Early","Combined 220",NA,"51",3.8999999805,229,508806.8,"spike_number_51"
"Early","DFG2021","Patras",220,"Combined",1566.5875,"tiller","2021-06-08","Combined_220_Early","Combined 220","biomasscut","51",6.599999967,229,508806.8,"tiller_51"
"Early","DFG2021","Patras",220,"Combined",1586.925,"SPAD","2021-06-09","Combined_220_Early","Combined 220",NA,NA,56.4,230,514822.9,"SPAD"
"Early","DFG2021","Patras",220,"Combined",1679.35416666667,"GBD","2021-06-14","Combined_220_Early","Combined 220",NA,NA,100,235,549521.1,"GBD"
"Early","DFG2021","Patras",220,"Combined",1679.35416666667,"LAI","2021-06-14","Combined_220_Early","Combined 220",NA,NA,4.63,235,549521.1,"LAI"
"Early","DFG2021","Patras",220,"Combined",1679.35416666667,"LI","2021-06-14","Combined_220_Early","Combined 220",NA,NA,0.956823792571982,235,549521.1,"LI"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"biomass","2021-06-15","Combined_220_Early","Combined 220","biomass_sum","61",10.038999949805,236,556085,"biomass_sum_biomass61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"biomass","2021-06-15","Combined_220_Early","Combined 220","ear","61",2.2014999889925,236,556085,"ear_biomass61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"biomass","2021-06-15","Combined_220_Early","Combined 220","straw","61",7.8374999608125,236,556085,"straw_biomass61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"Height","2021-06-15","Combined_220_Early","Combined 220",NA,"61",84.6666666666667,236,556085,"Height_61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"LAI","2021-06-15","Combined_220_Early","Combined 220",NA,"61",5.18,236,556085,"LAI_61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"LI","2021-06-15","Combined_220_Early","Combined 220",NA,"61",0.931673342954651,236,556085,"LI_61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"spike_number","2021-06-15","Combined_220_Early","Combined 220",NA,"61",4.74999997625,236,556085,"spike_number_61"
"Early","DFG2021","Patras",220,"Combined",1697.2125,"tiller","2021-06-15","Combined_220_Early","Combined 220","biomasscut","61",5.199999974,236,556085,"tiller_61"
"Early","DFG2021","Patras",220,"Combined",1718.225,"LAI","2021-06-16","Combined_220_Early","Combined 220",NA,NA,5.04,237,563931.3,"LAI"
"Early","DFG2021","Patras",220,"Combined",1718.225,"SPAD","2021-06-16","Combined_220_Early","Combined 220",NA,NA,55.9333333333333,237,563931.3,"SPAD"
"Early","DFG2021","Patras",220,"Combined",1837.98333333333,"GBD","2021-06-21","Combined_220_Early","Combined 220",NA,NA,90,242,598151.3,"GBD"
"Early","DFG2021","Patras",220,"Combined",1837.98333333333,"LAI","2021-06-21","Combined_220_Early","Combined 220",NA,NA,5.11,242,598151.3,"LAI"
"Early","DFG2021","Patras",220,"Combined",1853.5375,"LI","2021-06-22","Combined_220_Early","Combined 220",NA,NA,0.947941477363618,243,601984.8,"LI"
"Early","DFG2021","Patras",220,"Combined",1870.07916666667,"LAI","2021-06-23","Combined_220_Early","Combined 220",NA,NA,4.935,244,606469.5,"LAI"
"Early","DFG2021","Patras",220,"Combined",1870.07916666667,"LI","2021-06-23","Combined_220_Early","Combined 220",NA,NA,0.965245249668581,244,606469.5,"LI"
"Early","DFG2021","Patras",220,"Combined",1870.07916666667,"SPAD","2021-06-23","Combined_220_Early","Combined 220",NA,NA,53.3,244,606469.5,"SPAD"
"Early","DFG2021","Patras",220,"Combined",1967.7125,"GBD","2021-06-28","Combined_220_Early","Combined 220",NA,NA,90,249,634019.9,"GBD"
"Early","DFG2021","Patras",220,"Combined",1967.7125,"LI","2021-06-28","Combined_220_Early","Combined 220",NA,NA,0.971592759711633,249,634019.9,"LI"
"Early","DFG2021","Patras",220,"Combined",1967.7125,"SPAD","2021-06-28","Combined_220_Early","Combined 220",NA,NA,51,249,634019.9,"SPAD"
"Early","DFG2021","Patras",220,"Combined",2091.88333333333,"GBD","2021-07-05","Combined_220_Early","Combined 220",NA,NA,86.6666666666667,256,660985.9,"GBD"
"Early","DFG2021","Patras",220,"Combined",2091.88333333333,"LAI","2021-07-05","Combined_220_Early","Combined 220",NA,NA,4.77,256,660985.9,"LAI"
"Early","DFG2021","Patras",220,"Combined",2091.88333333333,"LI","2021-07-05","Combined_220_Early","Combined 220",NA,NA,0.941392750895513,256,660985.9,"LI"
"Early","DFG2021","Patras",220,"Combined",2111.63333333333,"LAI","2021-07-06","Combined_220_Early","Combined 220",NA,NA,4.36,257,664607.4,"LAI"
"Early","DFG2021","Patras",220,"Combined",2111.63333333333,"LI","2021-07-06","Combined_220_Early","Combined 220",NA,NA,0.909906271402016,257,664607.4,"LI"
"Early","DFG2021","Patras",220,"Combined",2130.92916666667,"Height","2021-07-07","Combined_220_Early","Combined 220",NA,"83",84.3333333333333,258,670548.2,"Height_83"
"Early","DFG2021","Patras",220,"Combined",2130.92916666667,"LI","2021-07-07","Combined_220_Early","Combined 220",NA,"83",0.955405619244819,258,670548.2,"LI_83"
"Early","DFG2021","Patras",220,"Combined",2130.92916666667,"SPAD","2021-07-07","Combined_220_Early","Combined 220",NA,"83",34.1333333333333,258,670548.2,"SPAD"
"Early","DFG2021","Patras",220,"Combined",2226.75833333333,"GBD","2021-07-12","Combined_220_Early","Combined 220",NA,NA,65,263,692316.9,"GBD"
"Early","DFG2021","Patras",220,"Combined",2226.75833333333,"LAI","2021-07-12","Combined_220_Early","Combined 220",NA,NA,3.53,263,692316.9,"LAI"
"Early","DFG2021","Patras",220,"Combined",2226.75833333333,"LI","2021-07-12","Combined_220_Early","Combined 220",NA,NA,0.899964740752336,263,692316.9,"LI"
"Early","DFG2021","Patras",220,"Combined",2248.82083333333,"LAI","2021-07-13","Combined_220_Early","Combined 220",NA,NA,3.9,264,696749.8,"LAI"
"Early","DFG2021","Patras",220,"Combined",2248.82083333333,"LI","2021-07-13","Combined_220_Early","Combined 220",NA,NA,0.926011501649659,264,696749.8,"LI"
"Early","DFG2021","Patras",220,"Combined",2248.82083333333,"SPAD","2021-07-13","Combined_220_Early","Combined 220",NA,NA,17.7,264,696749.8,"SPAD"
"Early","DFG2021","Patras",220,"Combined",2382.5375,"GBD","2021-07-20","Combined_220_Early","Combined 220",NA,NA,0,271,729652.9,"GBD"
"Early","DFG2021","Patras",220,"Combined",2500.4,"GBD","2021-07-26","Combined_220_Early","Combined 220",NA,NA,3.33333333333333,277,761777.9,"GBD"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"biomass","2021-07-27","Combined_220_Early","Combined 220","biomass_sum","87",14.0644999296775,278,766944.5,"biomass_sum_biomass87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"biomass","2021-07-27","Combined_220_Early","Combined 220","ear","87",8.312999958435,278,766944.5,"ear_biomass87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"biomass","2021-07-27","Combined_220_Early","Combined 220","kernel","87",6.7404999662975,278,766944.5,"kernel_biomass87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"biomass","2021-07-27","Combined_220_Early","Combined 220","straw","87",5.7514999712425,278,766944.5,"straw_biomass87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"grain_moisture","2021-07-27","Combined_220_Early","Combined 220","plot","87",8.74666666666667,278,766944.5,"grain_moisture"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"grain_number","2021-07-27","Combined_220_Early","Combined 220","biomasscut","87",180.751231715988,278,766944.5,"biomasscut_grain_number"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"grain_number","2021-07-27","Combined_220_Early","Combined 220","plot","87",161.278854714056,278,766944.5,"plot_grain_number"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"grain_per_spike","2021-07-27","Combined_220_Early","Combined 220","biomasscut","87",35.9713892789406,278,766944.5,"biomasscut_grain_per_spike"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"grain_per_spike","2021-07-27","Combined_220_Early","Combined 220","plot","87",37.1802227855448,278,766944.5,"plot_grain_per_spike"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"HI","2021-07-27","Combined_220_Early","Combined 220",NA,"87",0.475535019394228,278,766944.5,"HI"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"spike_number","2021-07-27","Combined_220_Early","Combined 220",NA,"87",4.4999999775,278,766944.5,"spike_number_87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"tiller","2021-07-27","Combined_220_Early","Combined 220","biomasscut","87",4.999999975,278,766944.5,"tiller_87"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"tkw","2021-07-27","Combined_220_Early","Combined 220","biomasscut","87",42.15,278,766944.5,"biomasscut_tkw"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"tkw","2021-07-27","Combined_220_Early","Combined 220","plot","87",42.2366666666667,278,766944.5,"plot_tkw"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"yield","2021-07-27","Combined_220_Early","Combined 220","biomasscut","87",7.6214999618925,278,766944.5,"biomasscut_yield"
"Early","DFG2021","Patras",220,"Combined",2520.2375,"yield","2021-07-27","Combined_220_Early","Combined 220","plot","87",6.81047119460784,278,766944.5,"plot_yield"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","23_31",0.0244404760682738,NA,NA,"CGR_dd_23_31"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","31_41",0.159323528615147,NA,NA,"CGR_dd_31_41"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","31_61",0.179234692981378,NA,NA,"CGR_dd_31_61"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","41_51",0.33474999832625,NA,NA,"CGR_dd_41_51"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","51_61",0.0982142852232143,NA,NA,"CGR_dd_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_dd",NA,"Combined_220_Early","Combined 220","biomass_sum","61_87",0.0958452376160119,NA,NA,"CGR_dd_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","23_31",0.00369710064782096,NA,NA,"CGR_tt_23_31"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","31_41",0.0138648578779498,NA,NA,"CGR_tt_31_41"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","31_61",0.0131009577377012,NA,NA,"CGR_tt_31_61"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","41_51",0.0179676273178389,NA,NA,"CGR_tt_41_51"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","51_61",0.00526315786842105,NA,NA,"CGR_tt_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"CGR_tt",NA,"Combined_220_Early","Combined 220","biomass_sum","61_87",0.00489110291895447,NA,NA,"CGR_tt_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","23_31",1.0264999948675,NA,NA,"Delta_biomass_23_31"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","31_41",5.416999972915,NA,NA,"Delta_biomass_31_41"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","31_61",8.7824999560875,NA,NA,"Delta_biomass_31_61"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","41_51",2.67799998661,NA,NA,"Delta_biomass_41_51"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","51_61",0.6874999965625,NA,NA,"Delta_biomass_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_biomass",NA,"Combined_220_Early","Combined 220","biomass_sum","61_87",4.0254999798725,NA,NA,"Delta_biomass_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","51_61",0.772999996135,NA,NA,"Delta_ear_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"Delta_ear",NA,"Combined_220_Early","Combined 220","ear","61_87",6.1114999694425,NA,NA,"Delta_ear_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"E",NA,"Combined_220_Early","Combined 220",NA,"31_61",38.8260591991881,NA,NA,"E"
"Early","DFG2021","Patras",220,"Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","51_61",0.110428570876429,NA,NA,"EGR_dd_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"EGR_dd",NA,"Combined_220_Early","Combined 220","ear","61_87",0.145511904034345,NA,NA,"EGR_dd_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","51_61",0.00591770331969378,NA,NA,"EGR_tt_51_61"
"Early","DFG2021","Patras",220,"Combined",NA,"EGR_tt",NA,"Combined_220_Early","Combined 220","ear","61_87",0.00742565531963488,NA,NA,"EGR_tt_61_87"
"Early","DFG2021","Patras",220,"Combined",NA,"FE",NA,"Combined_220_Early","Combined 220",NA,"",74.8950664998796,NA,NA,"FE"
"Early","DFG2021","Patras",220,"Combined",NA,"GCD55",NA,"Combined_220_Early","Combined 220",NA,NA,678.865314117159,NA,NA,"GCD55"
"Early","DFG2021","Patras",220,"Combined",NA,"GCD59",NA,"Combined_220_Early","Combined 220",NA,NA,591.312877003626,NA,NA,"GCD59"
"Early","DFG2021","Patras",220,"Combined",NA,"GCD61",NA,"Combined_220_Early","Combined 220",NA,NA,643.357862686306,NA,NA,"GCD61"
"Early","DFG2021","Patras",220,"Combined",NA,"GLA50",NA,"Combined_220_Early","Combined 220",NA,NA,2250.10369601964,NA,NA,"GLA50"
"Early","DFG2021","Patras",220,"Combined",NA,"gLAI_61",NA,"Combined_220_Early","Combined 220",NA,NA,4.93489067013488,NA,NA,"gLAI_61"
"Early","DFG2021","Patras",220,"Combined",NA,"gLAI_duration",NA,"Combined_220_Early","Combined 220",NA,NA,613.27155264217,NA,NA,"gLAI_duration"
"Early","DFG2021","Patras",220,"Combined",NA,"gLAI_int",NA,"Combined_220_Early","Combined 220",NA,NA,2830.76429009394,NA,NA,"gLAI_int"
"Early","DFG2021","Patras",220,"Combined",NA,"gLAI_int_mean",NA,"Combined_220_Early","Combined 220",NA,NA,4.61584151082519,NA,NA,"gLAI_int_mean"
"Early","DFG2021","Patras",220,"Combined",NA,"gLAI_max",NA,"Combined_220_Early","Combined 220",NA,NA,4.935,NA,NA,"gLAI_max"
"Early","DFG2021","Patras",220,"Combined",NA,"gLI_61",NA,"Combined_220_Early","Combined 220",NA,NA,0.942991476105943,NA,NA,"gLI_61"
"Early","DFG2021","Patras",220,"Combined",NA,"gLI_duration",NA,"Combined_220_Early","Combined 220",NA,NA,640.110143169016,NA,NA,"gLI_duration"
