"DayTime","y","m","d","DailyMean_Temperature","Acc_Temperature","Acc_Percipitation","Acc_Radiation","DailySum_Percipitation","DailySum_Radiation","sowing_date","DFG_year"
"2019-06-30",2019,6,30,25.6291666666667,2136.43333333333,325.45,666005.9,0.06,7900.5,"Early","DFG2019"
"2019-07-01",2019,7,1,20.0791666666667,2156.5125,325.6,672592,0.15,6586.1,"Early","DFG2019"
"2019-07-02",2019,7,2,15.9833333333333,2172.49583333333,325.6,679159.6,0,6567.6,"Early","DFG2019"
"2019-07-03",2019,7,3,14.6583333333333,2187.15416666667,325.66,685933.3,0.06,6773.7,"Early","DFG2019"
"2019-07-04",2019,7,4,15.9375,2203.09166666667,325.66,693668.7,0,7735.4,"Early","DFG2019"
"2019-07-05",2019,7,5,18.6291666666667,2221.72083333333,325.76,699547.6,0.1,5878.9,"Early","DFG2019"
"2019-07-06",2019,7,6,16.8541666666667,2238.575,330.18,702740.5,4.42,3192.9,"Early","DFG2019"
"2019-07-07",2019,7,7,13.9875,2252.5625,330.18,707438.7,0,4698.2,"Early","DFG2019"
"2019-07-08",2019,7,8,13.0208333333333,2265.58333333333,330.18,711151.7,0,3713,"Early","DFG2019"
"2019-07-09",2019,7,9,13.6791666666667,2279.2625,330.29,715168.8,0.11,4017.1,"Early","DFG2019"
"2019-07-10",2019,7,10,15.6666666666667,2294.92916666667,330.71,720673.2,0.42,5504.4,"Early","DFG2019"
"2019-07-11",2019,7,11,16.975,2311.90416666667,331.31,724218.8,0.6,3545.6,"Early","DFG2019"
"2019-07-12",2019,7,12,17.1625,2329.06666666667,336.46,728125.2,5.15,3906.4,"Early","DFG2019"
"2019-07-13",2019,7,13,15.8958333333333,2344.9625,338.83,730392.6,2.37,2267.4,"Early","DFG2019"
"2019-07-14",2019,7,14,14.8625,2359.825,338.99,732583.6,0.16,2191,"Early","DFG2019"
"2019-07-15",2019,7,15,14.2666666666667,2374.09166666667,339.02,734828.4,0.03,2244.8,"Early","DFG2019"
"2019-07-16",2019,7,16,15.1083333333333,2389.2,339.05,737215.7,0.03,2387.3,"Early","DFG2019"
"2019-07-17",2019,7,17,17.8541666666667,2407.05416666667,339.05,743289,0,6073.3,"Early","DFG2019"
"2019-07-18",2019,7,18,19.9625,2427.01666666667,339.14,749726.1,0.09,6437.1,"Early","DFG2019"
"2019-07-19",2019,7,19,20.0875,2447.10416666667,340.09,754079.1,0.95,4353,"Early","DFG2019"
"2019-07-20",2019,7,20,20.4041666666667,2467.50833333333,355.7,759438.1,15.61,5359,"Early","DFG2019"
"2019-07-21",2019,7,21,19.9083333333333,2487.41666666667,355.76,765549.3,0.06,6111.2,"Early","DFG2019"
"2019-07-22",2019,7,22,20.4875,2507.90416666667,355.76,770916.5,0,5367.2,"Early","DFG2019"
"2019-07-23",2019,7,23,24.5958333333333,2532.5,355.76,778229.2,0,7312.7,"Early","DFG2019"
"2019-07-24",2019,7,24,27.5041666666667,2560.00416666667,355.76,785445.2,0,7216,"Early","DFG2019"
"2018-11-08",2018,11,8,9.725,9.725,0.06,1199.9,0.06,1199.9,"Late","DFG2019"
"2018-11-09",2018,11,9,10.0625,19.7875,1.25,2340.9,1.19,1141,"Late","DFG2019"
"2018-11-10",2018,11,10,11.2041666666667,30.9916666666667,1.73,2840.5,0.48,499.6,"Late","DFG2019"
"2018-11-11",2018,11,11,12.6541666666667,43.6458333333333,2.07,3765.8,0.34,925.3,"Late","DFG2019"
"2018-11-12",2018,11,12,13.0375,56.6833333333333,3.63,4916.5,1.56,1150.7,"Late","DFG2019"
"2018-11-13",2018,11,13,10.3833333333333,67.0666666666667,4.62,5717.4,0.99,800.9,"Late","DFG2019"
"2018-11-14",2018,11,14,8.53333333333333,75.6,4.62,7399.5,0,1682.1,"Late","DFG2019"
"2018-11-15",2018,11,15,4.99583333333333,80.5958333333333,4.74,9062.3,0.12,1662.8,"Late","DFG2019"
"2018-11-16",2018,11,16,4.37916666666667,84.975,4.77,10659.3,0.03,1597,"Late","DFG2019"
"2018-11-17",2018,11,17,1.56666666666667,86.5416666666667,4.8,11989.4,0.03,1330.1,"Late","DFG2019"
"2018-11-18",2018,11,18,0.370833333333333,86.9125,4.92,12908.2,0.12,918.8,"Late","DFG2019"
"2018-11-19",2018,11,19,4.2875,91.2,5.17,13425.2,0.25,517,"Late","DFG2019"
"2018-11-20",2018,11,20,2.15416666666667,93.3541666666667,5.62,13633.4,0.45,208.2,"Late","DFG2019"
"2018-11-21",2018,11,21,1.65,95.0041666666667,5.62,14009.8,0,376.4,"Late","DFG2019"
"2018-11-22",2018,11,22,1.50416666666667,96.5083333333333,5.68,14225.7,0.06,215.9,"Late","DFG2019"
"2018-11-23",2018,11,23,2.61666666666667,99.125,5.68,14778.7,0,553,"Late","DFG2019"
"2018-11-24",2018,11,24,0.879166666666667,100.004166666667,6.84,15065.5,1.16,286.8,"Late","DFG2019"
"2018-11-25",2018,11,25,3.24583333333333,103.25,10.88,15249.2,4.04,183.7,"Late","DFG2019"
"2018-11-26",2018,11,26,3.03333333333333,106.283333333333,10.88,15607.1,0,357.9,"Late","DFG2019"
"2018-11-27",2018,11,27,0.158333333333333,106.441666666667,10.88,16236.7,0,629.6,"Late","DFG2019"
"2018-11-28",2018,11,28,9.48676900924816e-18,106.441666666667,11.14,17221.1,0.26,984.4,"Late","DFG2019"
"2018-11-29",2018,11,29,5.725,112.166666666667,11.47,17494.4,0.33,273.3,"Late","DFG2019"
"2018-11-30",2018,11,30,6.57083333333333,118.7375,11.47,17918.4,0,424,"Late","DFG2019"
"2018-12-01",2018,12,1,7.54166666666667,126.279166666667,11.53,19009,0.06,1090.6,"Late","DFG2019"
"2018-12-02",2018,12,2,10.0375,136.316666666667,17.1,19175.8,5.57,166.8,"Late","DFG2019"
"2018-12-03",2018,12,3,11.5625,147.879166666667,20.23,19977.5,3.13,801.7,"Late","DFG2019"
"2018-12-04",2018,12,4,5.19583333333333,153.075,21.74,21048.1,1.51,1070.6,"Late","DFG2019"
"2018-12-05",2018,12,5,2.97083333333333,156.045833333333,23.78,22030.9,2.04,982.8,"Late","DFG2019"
"2018-12-06",2018,12,6,8.1,164.145833333333,24.56,22300.5,0.78,269.6,"Late","DFG2019"
"2018-12-07",2018,12,7,10.8791666666667,175.025,28.51,22447.3,3.95,146.8,"Late","DFG2019"
"2018-12-08",2018,12,8,7.4125,182.4375,30.09,22820.8,1.58,373.5,"Late","DFG2019"
"2018-12-09",2018,12,9,7.19166666666667,189.629166666667,36.48,23214.1,6.39,393.3,"Late","DFG2019"
"2018-12-10",2018,12,10,4.54166666666667,194.170833333333,41.44,23676.7,4.96,462.6,"Late","DFG2019"
"2018-12-11",2018,12,11,4.39583333333333,198.566666666667,42,24561.1,0.56,884.4,"Late","DFG2019"
"2018-12-12",2018,12,12,3.20416666666667,201.770833333333,42.23,25029.3,0.23,468.2,"Late","DFG2019"
"2018-12-13",2018,12,13,1.74583333333333,203.516666666667,42.26,25237.6,0.03,208.3,"Late","DFG2019"
"2018-12-14",2018,12,14,0.641666666666667,204.158333333333,42.26,25662.8,0,425.2,"Late","DFG2019"
"2018-12-15",2018,12,15,0,204.158333333333,42.26,25835.9,0,173.1,"Late","DFG2019"
"2018-12-16",2018,12,16,0,204.158333333333,42.29,26150.5,0.03,314.6,"Late","DFG2019"
"2018-12-17",2018,12,17,3.17916666666667,207.3375,42.74,26630.3,0.45,479.8,"Late","DFG2019"
"2018-12-18",2018,12,18,4.78333333333333,212.120833333333,42.77,27219,0.03,588.7,"Late","DFG2019"
"2018-12-19",2018,12,19,4.34583333333333,216.466666666667,42.77,27556.3,0,337.3,"Late","DFG2019"
"2018-12-20",2018,12,20,5.99166666666667,222.458333333333,44.1,27915.1,1.33,358.8,"Late","DFG2019"
"2018-12-21",2018,12,21,6.75833333333333,229.216666666667,48.77,27992,4.67,76.9,"Late","DFG2019"
"2018-12-22",2018,12,22,7.49166666666667,236.708333333333,59.67,28274.1,10.9,282.1,"Late","DFG2019"
"2018-12-23",2018,12,23,6.82916666666667,243.5375,67.45,28528,7.78,253.9,"Late","DFG2019"
"2018-12-24",2018,12,24,3.5,247.0375,68.26,29063.3,0.81,535.3,"Late","DFG2019"
"2018-12-25",2018,12,25,5.24166666666667,252.279166666667,68.26,29368.4,0,305.1,"Late","DFG2019"
"2018-12-26",2018,12,26,4.05,256.329166666667,68.53,29456.9,0.27,88.5,"Late","DFG2019"
"2018-12-27",2018,12,27,3.89166666666667,260.220833333333,68.53,30099,0,642.1,"Late","DFG2019"
"2018-12-28",2018,12,28,4.43333333333333,264.654166666667,68.59,30314.9,0.06,215.9,"Late","DFG2019"
"2018-12-29",2018,12,29,5.9875,270.641666666667,71.56,30841.2,2.97,526.3,"Late","DFG2019"
"2018-12-30",2018,12,30,7.15416666666667,277.795833333333,71.87,31217.8,0.31,376.6,"Late","DFG2019"
"2018-12-31",2018,12,31,7.79583333333333,285.591666666667,72.55,31497.2,0.68,279.4,"Late","DFG2019"
"2019-01-01",2019,1,1,6.75416666666667,292.345833333333,73.34,31995.8,0.79,498.6,"Late","DFG2019"
"2019-01-02",2019,1,2,2.46666666666667,294.8125,74.09,33161.8,0.75,1166,"Late","DFG2019"
"2019-01-03",2019,1,3,0.116666666666667,294.929166666667,74.09,33853.4,0,691.6,"Late","DFG2019"
"2019-01-04",2019,1,4,2.75833333333333,297.6875,75.38,34093.3,1.29,239.9,"Late","DFG2019"
"2019-01-05",2019,1,5,7.0375,304.725,78.25,34363.2,2.87,269.9,"Late","DFG2019"
"2019-01-06",2019,1,6,6.2,310.925,78.81,34677.9,0.56,314.7,"Late","DFG2019"
"2019-01-07",2019,1,7,5.83333333333333,316.758333333333,81.37,34986.4,2.56,308.5,"Late","DFG2019"
"2019-01-08",2019,1,8,5.80416666666667,322.5625,87.25,35389.8,5.88,403.4,"Late","DFG2019"
"2019-01-09",2019,1,9,2.5,325.0625,87.37,35602.8,0.12,213,"Late","DFG2019"
"2019-01-10",2019,1,10,0.575,325.6375,88.05,35998.7,0.68,395.9,"Late","DFG2019"
"2019-01-11",2019,1,11,4.09166666666667,329.729166666667,88.81,36235,0.76,236.3,"Late","DFG2019"
"2019-01-12",2019,1,12,6.01666666666667,335.745833333333,91.08,36471.9,2.27,236.9,"Late","DFG2019"
"2019-01-13",2019,1,13,7.375,343.120833333333,97.96,36742.8,6.88,270.9,"Late","DFG2019"
"2019-01-14",2019,1,14,3.14583333333333,346.266666666667,98.57,37457.4,0.61,714.6,"Late","DFG2019"
"2019-01-15",2019,1,15,4.84583333333333,351.1125,98.57,37770.4,0,313,"Late","DFG2019"
"2019-01-16",2019,1,16,5.95416666666667,357.066666666667,98.57,38089.2,0,318.8,"Late","DFG2019"
"2019-01-17",2019,1,17,3.66666666666667,360.733333333333,100.82,38693.8,2.25,604.6,"Late","DFG2019"
"2019-01-18",2019,1,18,0.175,360.908333333333,100.92,40133.3,0.1,1439.5,"Late","DFG2019"
"2019-01-19",2019,1,19,0,360.908333333333,100.92,41654.7,0,1521.4,"Late","DFG2019"
"2019-01-20",2019,1,20,0,360.908333333333,100.92,42249.4,0,594.7,"Late","DFG2019"
"2019-01-21",2019,1,21,0,360.908333333333,100.92,44213.1,0,1963.7,"Late","DFG2019"
"2019-01-22",2019,1,22,0,360.908333333333,100.92,45740.2,0,1527.1,"Late","DFG2019"
"2019-01-23",2019,1,23,0,360.908333333333,100.92,46738.3,0,998.1,"Late","DFG2019"
"2019-01-24",2019,1,24,0,360.908333333333,100.92,47545,0,806.7,"Late","DFG2019"
"2019-01-25",2019,1,25,0,360.908333333333,102.71,48112.3,1.79,567.3,"Late","DFG2019"
"2019-01-26",2019,1,26,4.225,365.133333333333,115.9,48345.5,13.19,233.2,"Late","DFG2019"
"2019-01-27",2019,1,27,4.91666666666667,370.05,116.68,49243.9,0.78,898.4,"Late","DFG2019"
"2019-01-28",2019,1,28,2.32916666666667,372.379166666667,118.32,49803.2,1.64,559.3,"Late","DFG2019"
"2019-01-29",2019,1,29,1.00416666666667,373.383333333333,118.54,50774.9,0.22,971.7,"Late","DFG2019"
"2019-01-30",2019,1,30,0,373.383333333333,118.54,51578.4,0,803.5,"Late","DFG2019"
"2019-01-31",2019,1,31,1.175,374.558333333333,118.54,53343.4,0,1765,"Late","DFG2019"
"2019-02-01",2019,2,1,0.216666666666667,374.775,118.76,54421.9,0.22,1078.5,"Late","DFG2019"
"2019-02-02",2019,2,2,0.0125,374.7875,120.72,54792.8,1.96,370.9,"Late","DFG2019"
"2019-02-03",2019,2,3,0.704166666666667,375.491666666667,120.72,55984.4,0,1191.6,"Late","DFG2019"
"2019-02-04",2019,2,4,1.69583333333333,377.1875,120.72,57526.2,0,1541.8,"Late","DFG2019"
"2019-02-05",2019,2,5,2.7,379.8875,120.72,57905,0,378.8,"Late","DFG2019"
"2019-02-06",2019,2,6,4.00833333333333,383.895833333333,120.72,58941.9,0,1036.9,"Late","DFG2019"
"2019-02-07",2019,2,7,4.73333333333333,388.629166666667,120.78,60278.9,0.06,1337,"Late","DFG2019"
"2019-02-08",2019,2,8,6.8625,395.491666666667,120.78,61363.5,0,1084.6,"Late","DFG2019"
"2019-02-09",2019,2,9,7.94166666666667,403.433333333333,122.05,62424.1,1.27,1060.6,"Late","DFG2019"
"2019-02-10",2019,2,10,6.9875,410.420833333333,129.28,62779.2,7.23,355.1,"Late","DFG2019"
"2019-02-11",2019,2,11,5.01666666666667,415.4375,130.14,64015.9,0.86,1236.7,"Late","DFG2019"
"2019-02-12",2019,2,12,4.27916666666667,419.716666666667,130.14,65563.3,0,1547.4,"Late","DFG2019"
"2019-02-13",2019,2,13,6.2875,426.004166666667,130.14,66197.8,0,634.5,"Late","DFG2019"
"2019-02-14",2019,2,14,5.42916666666667,431.433333333333,130.14,68460.4,0,2262.6,"Late","DFG2019"
"2019-02-15",2019,2,15,6.92083333333333,438.354166666667,130.14,70937.9,0,2477.5,"Late","DFG2019"
"2019-02-16",2019,2,16,8.64166666666667,446.995833333333,130.14,73514.5,0,2576.6,"Late","DFG2019"
"2019-02-17",2019,2,17,7.25833333333333,454.254166666667,130.14,75868.2,0,2353.7,"Late","DFG2019"
"2019-02-18",2019,2,18,8.6,462.854166666667,130.14,78474,0,2605.8,"Late","DFG2019"
"2019-02-19",2019,2,19,7.65833333333333,470.5125,130.73,80035.3,0.59,1561.3,"Late","DFG2019"
"2019-02-20",2019,2,20,6.95,477.4625,130.73,81708.5,0,1673.2,"Late","DFG2019"
"2019-02-21",2019,2,21,8.75833333333333,486.220833333333,131.26,82993.2,0.53,1284.7,"Late","DFG2019"
"2019-02-22",2019,2,22,5.65416666666667,491.875,131.26,83646,0,652.8,"Late","DFG2019"
"2019-02-23",2019,2,23,2.99583333333333,494.870833333333,131.26,86466.5,0,2820.5,"Late","DFG2019"
"2019-02-24",2019,2,24,6.02916666666667,500.9,131.26,89452.7,0,2986.2,"Late","DFG2019"
"2019-02-25",2019,2,25,6.78333333333333,507.683333333333,131.26,92446.9,0,2994.2,"Late","DFG2019"
"2019-02-26",2019,2,26,6.52083333333333,514.204166666667,131.26,95549.1,0,3102.2,"Late","DFG2019"
"2019-02-27",2019,2,27,7.79166666666667,521.995833333333,131.26,98757.4,0,3208.3,"Late","DFG2019"
"2019-02-28",2019,2,28,8.40416666666667,530.4,131.6,100913.8,0.34,2156.4,"Late","DFG2019"
"2019-03-01",2019,3,1,6.4875,536.8875,132.41,101439.7,0.81,525.9,"Late","DFG2019"
"2019-03-02",2019,3,2,5.99166666666667,542.879166666667,132.41,102821.2,0,1381.5,"Late","DFG2019"
"2019-03-03",2019,3,3,10.4375,553.316666666667,132.67,103485,0.26,663.8,"Late","DFG2019"
"2019-03-04",2019,3,4,9.1875,562.504166666667,134.81,105210.3,2.14,1725.3,"Late","DFG2019"
"2019-03-05",2019,3,5,5.82083333333333,568.325,136.12,107324.6,1.31,2114.3,"Late","DFG2019"
"2019-03-06",2019,3,6,8.55416666666667,576.879166666667,136.12,108945.5,0,1620.9,"Late","DFG2019"
"2019-03-07",2019,3,7,10.6208333333333,587.5,136.97,111778,0.85,2832.5,"Late","DFG2019"
"2019-03-08",2019,3,8,7.20833333333333,594.708333333333,137.1,113525.2,0.13,1747.2,"Late","DFG2019"
"2019-03-09",2019,3,9,7.62083333333333,602.329166666667,143.4,115382.1,6.3,1856.9,"Late","DFG2019"
"2019-03-10",2019,3,10,3.9625,606.291666666667,161.67,116001.8,18.27,619.7,"Late","DFG2019"
"2019-03-11",2019,3,11,3.5875,609.879166666667,165.16,117995.7,3.49,1993.9,"Late","DFG2019"
"2019-03-12",2019,3,12,6.17916666666667,616.058333333333,165.19,119838.3,0.03,1842.6,"Late","DFG2019"
"2019-03-13",2019,3,13,6.00416666666667,622.0625,168.9,120976.1,3.71,1137.8,"Late","DFG2019"
"2019-03-14",2019,3,14,6.25416666666667,628.316666666667,176.55,121760.6,7.65,784.5,"Late","DFG2019"
"2019-03-15",2019,3,15,8.0125,636.329166666667,176.9,122927.4,0.35,1166.8,"Late","DFG2019"
"2019-03-16",2019,3,16,8.0875,644.416666666667,179.64,123657.5,2.74,730.1,"Late","DFG2019"
"2019-03-17",2019,3,17,7.57916666666667,651.995833333333,180.63,125350.6,0.99,1693.1,"Late","DFG2019"
"2019-03-18",2019,3,18,4.69583333333333,656.691666666667,184.53,128256.4,3.9,2905.8,"Late","DFG2019"
"2019-03-19",2019,3,19,4.37916666666667,661.070833333333,184.53,131342.2,0,3085.8,"Late","DFG2019"
"2019-03-20",2019,3,20,6.92916666666667,668,184.53,134340.3,0,2998.1,"Late","DFG2019"
"2019-03-21",2019,3,21,10.4958333333333,678.495833333333,184.53,137883.3,0,3543,"Late","DFG2019"
"2019-03-22",2019,3,22,10.4625,688.958333333333,184.56,142068.8,0.03,4185.5,"Late","DFG2019"
"2019-03-23",2019,3,23,8.3125,697.270833333333,184.59,143927.7,0.03,1858.9,"Late","DFG2019"
"2019-03-24",2019,3,24,5.05,702.320833333333,184.59,146853.6,0,2925.9,"Late","DFG2019"
"2019-03-25",2019,3,25,5.20833333333333,707.529166666667,188.11,149266.7,3.52,2413.1,"Late","DFG2019"
"2019-03-26",2019,3,26,5.9,713.429166666667,189.05,151019.7,0.94,1753,"Late","DFG2019"
"2019-03-27",2019,3,27,7.78333333333333,721.2125,189.05,154107.9,0,3088.2,"Late","DFG2019"
"2019-03-28",2019,3,28,9.98333333333333,731.195833333333,189.26,156913,0.21,2805.1,"Late","DFG2019"
"2019-03-29",2019,3,29,11.9333333333333,743.129166666667,189.26,161783.8,0,4870.8,"Late","DFG2019"
"2019-03-30",2019,3,30,11.5166666666667,754.645833333333,189.26,166364.9,0,4581.1,"Late","DFG2019"
"2019-03-31",2019,3,31,7.8125,762.458333333333,189.26,170187.3,0,3822.4,"Late","DFG2019"
"2019-04-01",2019,4,1,5.88333333333333,768.341666666667,189.26,175667.5,0,5480.2,"Late","DFG2019"
"2019-04-02",2019,4,2,9.92083333333333,778.2625,190.21,179591.1,0.95,3923.6,"Late","DFG2019"
"2019-04-03",2019,4,3,10.0375,788.3,198.28,182130.8,8.07,2539.7,"Late","DFG2019"
"2019-04-04",2019,4,4,7.38333333333333,795.683333333333,198.28,183503.3,0,1372.5,"Late","DFG2019"
"2019-04-05",2019,4,5,7.44166666666667,803.125,198.28,184227.5,0,724.2,"Late","DFG2019"
"2019-04-06",2019,4,6,11.2916666666667,814.416666666667,198.28,188583,0,4355.5,"Late","DFG2019"
"2019-04-07",2019,4,7,12.4583333333333,826.875,198.28,193851.3,0,5268.3,"Late","DFG2019"
"2019-04-08",2019,4,8,11.925,838.8,198.28,199327,0,5475.7,"Late","DFG2019"
"2019-04-09",2019,4,9,6.8875,845.6875,198.28,203368.4,0,4041.4,"Late","DFG2019"
"2019-04-10",2019,4,10,5.325,851.0125,198.28,208517.7,0,5149.3,"Late","DFG2019"
"2019-04-11",2019,4,11,4.87083333333333,855.883333333333,198.28,211298.2,0,2780.5,"Late","DFG2019"
"2019-04-12",2019,4,12,3.19166666666667,859.075,198.45,213365.8,0.17,2067.6,"Late","DFG2019"
"2019-04-13",2019,4,13,3,862.075,201.6,215941.2,3.15,2575.4,"Late","DFG2019"
"2019-04-14",2019,4,14,3.37083333333333,865.445833333333,203.67,218302,2.07,2360.8,"Late","DFG2019"
"2019-04-15",2019,4,15,8.4,873.845833333333,203.67,224252.1,0,5950.1,"Late","DFG2019"
"2019-04-16",2019,4,16,9.27916666666667,883.125,203.67,230356.2,0,6104.1,"Late","DFG2019"
"2019-04-17",2019,4,17,11.7833333333333,894.908333333333,203.67,236598.8,0,6242.6,"Late","DFG2019"
"2019-04-18",2019,4,18,13.0625,907.970833333333,203.67,242743.8,0,6145,"Late","DFG2019"
"2019-04-19",2019,4,19,14.8333333333333,922.804166666667,203.67,248979.8,0,6236,"Late","DFG2019"
"2019-04-20",2019,4,20,13.8375,936.641666666667,203.67,255381.7,0,6401.9,"Late","DFG2019"
"2019-04-21",2019,4,21,13.4208333333333,950.0625,203.67,261905.8,0,6524.1,"Late","DFG2019"
"2019-04-22",2019,4,22,14.1416666666667,964.204166666667,203.67,268649.5,0,6743.7,"Late","DFG2019"
"2019-04-23",2019,4,23,14.4375,978.641666666667,203.67,275052,0,6402.5,"Late","DFG2019"
"2019-04-24",2019,4,24,17.1875,995.829166666667,205.05,281103.5,1.38,6051.5,"Late","DFG2019"
"2019-04-25",2019,4,25,16.4458333333333,1012.275,205.05,287074.6,0,5971.1,"Late","DFG2019"
"2019-04-26",2019,4,26,11.6333333333333,1023.90833333333,212.7,290014.6,7.65,2940,"Late","DFG2019"
"2019-04-27",2019,4,27,10.1875,1034.09583333333,217.39,294135.5,4.69,4120.9,"Late","DFG2019"
"2019-04-28",2019,4,28,9.15,1043.24583333333,219.12,298749.8,1.73,4614.3,"Late","DFG2019"
"2019-04-29",2019,4,29,8.16666666666667,1051.4125,221.73,300111.2,2.61,1361.4,"Late","DFG2019"
"2019-04-30",2019,4,30,11.2041666666667,1062.61666666667,221.85,306711.3,0.12,6600.1,"Late","DFG2019"
"2019-05-01",2019,5,1,11.4583333333333,1074.075,221.85,313019.1,0,6307.8,"Late","DFG2019"
"2019-05-02",2019,5,2,9.37916666666667,1083.45416666667,222.53,314561.4,0.68,1542.3,"Late","DFG2019"
"2019-05-03",2019,5,3,7.86666666666667,1091.32083333333,223.03,318986.2,0.5,4424.8,"Late","DFG2019"
"2019-05-04",2019,5,4,5.34583333333333,1096.66666666667,223.55,324721.7,0.52,5735.5,"Late","DFG2019"
"2019-05-05",2019,5,5,5.74583333333333,1102.4125,223.55,330168.2,0,5446.5,"Late","DFG2019"
"2019-05-06",2019,5,6,6.575,1108.9875,225.73,334205.3,2.18,4037.1,"Late","DFG2019"
"2019-05-07",2019,5,7,7.90416666666667,1116.89166666667,225.83,340116.7,0.1,5911.4,"Late","DFG2019"
"2019-05-08",2019,5,8,9.9875,1126.87916666667,230.3,343213.9,4.47,3097.2,"Late","DFG2019"
"2019-05-09",2019,5,9,12.2208333333333,1139.1,230.69,348099.5,0.39,4885.6,"Late","DFG2019"
"2019-05-10",2019,5,10,11.1,1150.2,232.34,351403.4,1.65,3303.9,"Late","DFG2019"
"2019-05-11",2019,5,11,8.975,1159.175,232.88,353652.8,0.54,2249.4,"Late","DFG2019"
"2019-05-12",2019,5,12,8.7875,1167.9625,232.88,360200.7,0,6547.9,"Late","DFG2019"
"2019-05-13",2019,5,13,9.225,1177.1875,232.91,368117.9,0.03,7917.2,"Late","DFG2019"
"2019-05-14",2019,5,14,10.2375,1187.425,232.91,375003,0,6885.1,"Late","DFG2019"
"2019-05-15",2019,5,15,10.3916666666667,1197.81666666667,232.94,381043.7,0.03,6040.7,"Late","DFG2019"
"2019-05-16",2019,5,16,8.59583333333333,1206.4125,236.65,382104.5,3.71,1060.8,"Late","DFG2019"
"2019-05-17",2019,5,17,11.4916666666667,1217.90416666667,236.65,385740.1,0,3635.6,"Late","DFG2019"
"2019-05-18",2019,5,18,14.0291666666667,1231.93333333333,236.71,393318.9,0.06,7578.8,"Late","DFG2019"
"2019-05-19",2019,5,19,16.6416666666667,1248.575,236.74,400230.7,0.03,6911.8,"Late","DFG2019"
"2019-05-20",2019,5,20,17.1958333333333,1265.77083333333,242.64,405018.9,5.9,4788.2,"Late","DFG2019"
"2019-05-21",2019,5,21,14.4583333333333,1280.22916666667,243.69,406520.4,1.05,1501.5,"Late","DFG2019"
"2019-05-22",2019,5,22,12.0333333333333,1292.2625,243.69,409441.9,0,2921.5,"Late","DFG2019"
"2019-05-23",2019,5,23,14.2333333333333,1306.49583333333,243.69,416626.8,0,7184.9,"Late","DFG2019"
"2019-05-24",2019,5,24,15.8583333333333,1322.35416666667,244.23,422543.5,0.54,5916.7,"Late","DFG2019"
"2019-05-25",2019,5,25,11.6541666666667,1334.00833333333,244.23,426122.2,0,3578.7,"Late","DFG2019"
"2019-05-26",2019,5,26,15.5791666666667,1349.5875,244.26,431293.2,0.03,5171,"Late","DFG2019"
"2019-05-27",2019,5,27,15.8083333333333,1365.39583333333,244.42,435634.3,0.16,4341.1,"Late","DFG2019"
"2019-05-28",2019,5,28,13.3291666666667,1378.725,244.48,439805.3,0.06,4171,"Late","DFG2019"
"2019-05-29",2019,5,29,12.0625,1390.7875,244.48,446429.2,0,6623.9,"Late","DFG2019"
"2019-05-30",2019,5,30,14.5458333333333,1405.33333333333,244.48,449257.8,0,2828.6,"Late","DFG2019"
"2019-05-31",2019,5,31,17.9625,1423.29583333333,247.15,453620.9,2.67,4363.1,"Late","DFG2019"
"2019-06-01",2019,6,1,19.3125,1442.60833333333,247.15,461276.6,0,7655.7,"Late","DFG2019"
"2019-06-02",2019,6,2,22.2708333333333,1464.87916666667,247.15,468882.7,0,7606.1,"Late","DFG2019"
"2019-06-03",2019,6,3,19.6708333333333,1484.55,266.23,473295.5,19.08,4412.8,"Late","DFG2019"
"2019-06-04",2019,6,4,20.0708333333333,1504.62083333333,266.26,479016.3,0.03,5720.8,"Late","DFG2019"
"2019-06-05",2019,6,5,23.7125,1528.33333333333,266.47,486120.8,0.21,7104.5,"Late","DFG2019"
"2019-06-06",2019,6,6,16.1958333333333,1544.52916666667,266.53,488680.1,0.06,2559.3,"Late","DFG2019"
"2019-06-07",2019,6,7,17.1875,1561.71666666667,276.32,496450.5,9.79,7770.4,"Late","DFG2019"
"2019-06-08",2019,6,8,15.0583333333333,1576.775,276.88,503294.6,0.56,6844.1,"Late","DFG2019"
"2019-06-09",2019,6,9,17.2666666666667,1594.04166666667,276.88,511087.6,0,7793,"Late","DFG2019"
"2019-06-10",2019,6,10,20.5375,1614.57916666667,276.88,517430.9,0,6343.3,"Late","DFG2019"
"2019-06-11",2019,6,11,18.0916666666667,1632.67083333333,285.86,521827.7,8.98,4396.8,"Late","DFG2019"
"2019-06-12",2019,6,12,16.5416666666667,1649.2125,288.82,523893.7,2.96,2066,"Late","DFG2019"
"2019-06-13",2019,6,13,17.8041666666667,1667.01666666667,288.85,531013.9,0.03,7120.2,"Late","DFG2019"
"2019-06-14",2019,6,14,20.9416666666667,1687.95833333333,288.85,537792.2,0,6778.3,"Late","DFG2019"
"2019-06-15",2019,6,15,19.5416666666667,1707.5,305.81,542420.7,16.96,4628.5,"Late","DFG2019"
"2019-06-16",2019,6,16,16.825,1724.325,306.15,546018.2,0.34,3597.5,"Late","DFG2019"
"2019-06-17",2019,6,17,19.8375,1744.1625,306.15,553601.4,0,7583.2,"Late","DFG2019"
"2019-06-18",2019,6,18,22.6541666666667,1766.81666666667,306.15,560826.7,0,7225.3,"Late","DFG2019"
"2019-06-19",2019,6,19,22.4083333333333,1789.225,318.65,566880.8,12.5,6054.1,"Late","DFG2019"
