source,pic_name,detect.width,detect.length,detect.area,detect.cx,detect.cy,detect.class,confidence,truth.cx,truth.cy,truth.class,truth.width,truth.length,truth.angle,truth.area
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,48.1801060400248,64.3052278632664,3098.23269738013,972.06804,1371.13722,blurry.complete,0.742254,975.145,1366.9299,complete,88.24772,33.23504,0.016478,2932.9165041088
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,24.3129611460066,27.7523111121804,674.740861782329,734.445144,66.337785,hair,0.736172,739.2551,71.7857,hair,22,27.6,3.074589,607.2
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,52.5035720899412,53.4988350586563,2808.87994323003,91.587093336,246.002508,blurry.complete,0.715648,88.3776,251.2857,blurry.complete,70.70204,40.8,0,2884.643232
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,54.6114062098931,46.280059670866,2527.41913810375,80.7869376,1685.311434,blurry.complete,0.708908,82,1688.9661,blurry.incomplete,65.6,44,0,2886.4
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,51.6172905905515,65.5069056468208,3381.28898445978,2431.596024,1393.77996,complete,0.701693,2437,1395,complete,82.67408,31.80244,0.016909,2629.2374687552
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,62.94182242266,63.5472646129532,3999.78064471429,459.986688,1676.523096,complete,0.68058,466,1679.9661,complete,82.4,44.8,0,3691.52
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,36.0197288123024,77.5140284823707,2792.03428508408,1244.29608,573.446466,hair,0.662927,1232.7638,593.2398,hair,29.74532,88.28096,0.355399,2625.9454051072
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,33.7009923007008,83.0243238004336,2798.0020971693,2023.536816,560.472696,hair,0.660015,2019.1109,577.6941,hair,27.72004,95.0802,0.2011,2635.626947208
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,52.5305256209344,33.7139702596277,1771.01257850679,2533.15512,276.43923,blurry.complete,0.652865,2540.3776,270.8978,blurry.incomplete,41.29796,34.88964,0,1440.8709571344
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,39.730549119083,24.5931368461057,977.098831456532,2142.170064,1077.275376,hair,0.64272,2142.7551,1071.7857,hair,36.8,27.6,0.61351,1015.68
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,27.8968632607242,29.1007685881858,811.820162086598,36.252969768,1825.479666,hair,0.638655,50.6205,1769.2857,hair,31.2,72.8,0.131796,2271.36
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,51.0707430637797,62.955461869567,3215.18221760223,835.643952,1670.628888,blurry.complete,0.634539,838.5,1672.9661,blurry.complete,86,31.2,0,2683.2
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,48.9214264683742,63.9405666799009,3128.06373117695,1351.628208,647.056512,blurry.complete,0.615988,1353.1173,646.9288,blurry.complete,84.23356,31.7296,0.016147,2672.697165376
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,54.9705826349612,40.9956983059335,2253.55742140426,70.990931088,1359.394002,blurry.complete,0.615757,67.8776,1362.7002,blurry.incomplete,54.30204,36.3316,0,1972.879996464
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,51.0417919413387,82.7278229968906,4222.57632916719,1253.30328,1833.482142,hair,0.612763,1257.8341,1824.5008,hair,40.60908,86.30932,0.818452,3504.9420806256
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,54.9282366984666,60.8588013816327,3342.86664747528,385.0092,252.71271,complete,0.599555,388.948,253.8919,complete,81.71716,40.85764,0.033654,3338.7703051024
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,50.85511457345,68.9019006746638,3504.0140531385,1710.828864,1375.897104,blurry.complete,0.590925,1711.1073,1379.14,complete,92.02152,36.9012,0.02388,3395.704513824
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,37.7780731581098,38.8279970402028,1466.84691276765,241.3571904,1295.597754,hair,0.574845,233.7551,1294.7857,hair,51.74596,30.06588,2.395648,1555.7878238448
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,51.817568800123,33.7400662043051,1748.32820186228,2532.399552,1001.355372,hair,0.571773,2537.8776,1012.5468,hair,40.89796,30.60888,0,1251.8407498848
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,32.4822119771969,66.8531888985718,2171.539453155,638.20872,272.2339692,hair,0.532797,669.2551,249.7857,hair,43.6,50.8,0.028753,2214.88
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,36.6014225211596,78.7752495532629,2883.28619310876,1499.728608,1370.63421,hair,0.521495,1522.5647,1384.375,hair,25.9942,92.44948,2.222281,2403.150273016
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,40.3910829290852,59.3011657168393,2395.23830226028,2116.883808,1394.6013,blurry.complete,0.520305,2113.0913,1382.6614,blurry.complete,67.57664,32.46748,3.108722,2194.0432076672
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,32.4917743634141,43.8177084865572,1423.71509726707,2263.382352,247.065876,hair,0.482206,2244.807,250.7881,hair,27.22,79.5452,1.293427,2165.220344
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,30.5407353717189,65.4286179271877,1998.23810585154,99.0729144,496.737684,hair,0.464786,97.7763,494.6999,hair,31.40432,66.24124,0.475681,2080.2610981568
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,44.957748913247,30.3654777573845,1365.16352464728,53.127829368,822.003876,hair,0.409622,67.2076,834.8759,hair,33.23944,24.62392,0.825714,818.4853114048
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,23.3876355742887,41.0280289114554,959.548588512498,1679.415768,710.126676,hair,0.388686,1670.5573,680.1622,hair,23.44992,86.70016,2.910746,2033.1118159872
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,76.8845730620043,105.915620473021,8143.27726066547,411.6764736,945.584928,hair,0.371568,446.2551,976.7857,hair,102.8,30,0.468628,3084
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,30.1831418546997,67.0369300092803,2023.38516797369,2069.722368,762.019812,hair,0.357998,2079.868,763.8831,hair,75.13796,24.31024,0.774431,1826.6218407104
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,55.1664244826558,60.7113451724239,3349.22783869497,1468.623312,272.85984,blurry.complete,0.341671,1508.5486,281.4316,blurry.complete,59.7754,28.16128,3.050757,1683.351776512
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,32.2132595391522,52.4472445728097,1689.49670153731,722.693016,1662.648768,hair,0.251838,724.1616,1649.5988,hair,29.45412,82.68096,0.364158,2435.2949175552
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,14.345523658998,17.7313815270275,254.365953202692,1359.255168,1540.924236,hair,0.854769,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,14.8377390180225,11.9091878130576,176.705420686762,1230.4224,1604.570796,hair,0.823766,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,18.1306507326333,18.5279176420884,335.9232035717,1873.106208,1860.543108,hair,0.807288,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,25.8215789342418,29.8412049951094,770.547030274107,600.791256,1542.830814,hair,0.778216,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,34.1708547932278,21.4267689030375,732.171008873744,898.045056,1831.884174,hair,0.757357,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,34.8330003747911,40.6033078539422,1414.33503769413,644.8734,761.51097,hair,0.75553,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,35.1319974807845,48.3298614237006,1697.92456978411,2090.970288,1252.653336,hair,0.731226,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,44.7594071033017,43.09855472249,1929.06575638785,1138.752432,1023.976242,hair,0.727953,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,26.3310307124801,15.0209760709796,395.517782256392,2329.267752,73.3576176,hair,0.696985,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,13.2700691389876,19.1069109462042,253.550029288609,1733.392224,1913.156496,hair,0.637737,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,13.8738207614718,8.82967881632665,122.501381279081,2257.799184,1778.601078,hair,0.622175,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,26.1908204211702,68.4615776787508,1793.06488673416,2052.268488,1445.96421,hair,0.619118,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,54.8340266292209,60.0606554241577,3293.36757889672,1229.097888,900.769896,hair,0.597852,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,35.0593720703773,63.7851124783373,2236.26599092889,1214.459568,1191.291948,hair,0.582276,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,19.0410867524478,24.1284266019191,459.431464127211,2534.552208,1926.60849,hair,0.544292,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,70.7679140353816,54.3231145620112,3844.3335014586,1068.05952,824.598144,hair,0.521737,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,11.7798920545141,7.65258995387364,90.1466835940906,1498.727448,1592.400384,hair,0.463592,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,9.82886024871362,36.7703798563247,361.41092489993,10.766236824,905.699394,blurry.complete,0.443676,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,24.816865613093,25.4306972724659,631.110196658036,483.655536,1820.525868,hair,0.437723,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,30.726816455365,45.1849949780565,1388.39104722733,1573.964784,1260.058518,hair,0.423582,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,43.8182710526364,33.3909375717528,1463.13315322072,743.164632,942.26895,hair,0.410962,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,15.5053342940792,12.5938479430475,195.271822405752,362.23848,1894.130568,hair,0.407922,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,27.5601355358044,31.829344654619,877.221052697132,537.118776,1233.537012,hair,0.39866,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,12.1929373428637,40.0776499632177,488.664274850737,15.6168898776,1219.63644,hair,0.391135,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,12.665627264197,14.1803427876866,179.602936227383,2165.171472,1903.634298,hair,0.386995,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,43.4203944849712,58.0755249840393,2521.66220472879,893.480544,1105.16886,hair,0.371963,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,11.2066215157363,12.9947975533074,145.627777853533,2013.396264,1847.72826,hair,0.367969,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,20.5334934306338,12.7836029764485,262.492027736735,2257.912584,889.991874,hair,0.358906,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,36.1151578963046,26.0161957500828,939.579017375409,772.96032,1272.575448,hair,0.329158,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,13.9619416081667,14.2469027185107,198.914423853079,270.53514,1622.56689,hair,0.316534,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,30.7427461069819,29.6222983740606,910.670798019009,2268.924048,1851.84225,hair,0.316079,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,14.6292885975341,9.22919363950288,135.016537274814,1110.713472,1657.336788,hair,0.315289,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P296_g26_5,13.7157198954648,16.6740805634641,228.697018522887,17.562764088,1548.697806,hair,0.306728,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,47.49037599806,59.1535863822484,2809.2260589267,1033.775136,1673.329104,blurry.complete,0.888388,1032.8276,1669.0862,blurry.complete,82.4,32.4,0,2669.76
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,44.3839021785459,60.1312433449138,2668.85922249499,2370.262176,126.2721312,blurry.complete,0.878871,2383.8276,125.5862,blurry.complete,86.4,26.4,0,2280.96
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,32.1181819922235,55.4851525100433,1782.08222618384,1804.198536,653.562108,hair,0.84525,1865.3276,658.0862,hair,146.8,31.6,0,4638.88
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,44.2568471803214,64.9684907216652,2875.30056540486,2164.088664,1081.025838,blurry.complete,0.84116,2171.8276,1079.0862,blurry.complete,91.2,29.2,0,2663.04
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,43.3453951599867,63.836066921663,2766.99954617884,312.1368048,168.4769058,blurry.complete,0.839897,312.3276,167.5862,complete,89.2,27.2,0,2426.24
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,37.1779444979961,24.6685769339548,917.126984095116,750.146184,1070.588988,hair,0.817037,723.8186,1058.7959,hair,53.28716,29.7098,0.427099,1583.150866168
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,38.8924683546933,59.0689533583616,2297.33739923493,1324.701864,422.157096,hair,0.812153,1345.8276,421.5862,hair,96.8,30.4,0,2942.72
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,45.8339190236804,66.4736075704066,3046.74594659392,2376.260712,1393.666236,blurry.complete,0.795538,2382.3276,1393.0862,complete,86.8,27.6,3.098143,2395.68
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,33.2191124494135,22.6725728623806,753.162747432942,2449.622736,1571.807592,hair,0.781236,2494.3276,1569.5862,hair,63.6,25.6,0,1628.16
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,46.3097264529407,61.1629816041838,2832.440947136,2276.269776,444.719646,blurry.complete,0.766911,2283.7397,445.4301,blurry.complete,85.48668,28.557,3.067426,2441.24312076
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.0951043031927,66.0912638899475,2649.93611919728,1332.448704,159.3136674,blurry.complete,0.766648,1336.8276,156.5862,complete,86.4,28.8,3.122727,2488.32
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,36.0802231473851,54.2848749408978,1958.61040139549,584.225136,1909.038132,blurry.complete,0.759254,580.4908,1913.2931,hair,70.1306,24.56552,0,1722.794656912
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,44.3380178212103,64.5180709891442,2860.60338130679,1764.473544,1664.466408,blurry.complete,0.749061,1764.3276,1666.0862,blurry.complete,86,28.4,3.124911,2442.4
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,37.2636678014988,72.1871840524507,2689.95924605617,1828.379952,825.904998,hair,0.745625,1837.3276,834.5862,hair,115.6,32.8,0.197428,3791.68
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,42.826110611853,67.9414968589467,2909.67005961612,1182.576672,1414.775646,blurry.complete,0.724896,1183.8276,1417.5862,complete,88,29.6,0,2604.8
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.3574428233988,84.0649903765619,3392.64804257166,451.109736,1213.48368,hair,0.717743,462.2736,1203.612,hair,107.95228,39.07768,2.997572,4218.5246531104
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,43.1868784008436,72.2880880256548,3121.89686739343,959.443056,1102.966308,complete,0.715953,965.8276,1101.5862,complete,92.8,30.4,0,2821.12
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,41.5705668007478,64.9369453901182,2699.46562617642,1433.636496,749.262312,blurry.complete,0.70555,1435.3276,752.5862,complete,86.8,29.6,0,2569.28
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,36.1191016578917,65.9037398699947,2380.38387999959,1760.608224,1348.760808,hair,0.696458,1798.3276,1345.5862,hair,121.2,30.4,0,3684.48
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.3422081255851,61.3780602631897,2476.1264814823,456.679296,70.4760264,hair,0.69239,460.3276,69.0862,hair,93.2,38,0,3541.6
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,47.5103431558618,68.0214310486532,3231.72153107431,935.272008,1598.319378,blurry.complete,0.688589,945.3276,1592.5862,hair,97.2,28.8,0,2799.36
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,43.9707065919886,65.0268911267523,2859.27835032361,613.625544,1411.77168,blurry.complete,0.673927,606.8276,1409.0862,complete,84.8,28.4,0,2408.32
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,29.0458450445291,47.8396085550891,1389.54185708205,799.552296,810.053136,hair,0.673368,835.8276,819.5862,hair,115.2,28,0,3225.6
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,16.3681179681064,20.2325846988516,331.169333150508,2297.674512,31.89047922,hair,0.657855,2234.8276,65.0862,hair,108,25.2,0,2721.6
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,36.332116943406,64.6056411397326,2347.25970909249,1028.69352,102.0373038,hair,0.652978,1044.3276,109.0862,hair,114.8,34.8,0,3995.04
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,44.0804803792062,69.9221119852999,3082.20028544067,1577.839824,471.009816,blurry.complete,0.642874,1584.8276,466.5862,complete,94.4,28.8,3.118486,2718.72
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,30.4496055110576,55.3141699598058,1684.29465444768,1185.461568,1205.212932,hair,0.608322,1240.3276,1202.0862,hair,120.4,37.2,2.957479,4478.88
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,32.8251322751944,37.70442821504,1237.65284351926,252.0044136,1096.397532,blurry.complete,0.601939,203.8276,1106.0862,blurry.complete,90.4,27.6,3.117131,2495.04
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,31.117093341608,20.7134094256315,644.541094520317,903.179808,220.4637912,hair,0.558847,959.9266,197.031,hair,85.16588,40.69568,2.568856,3465.8833993984
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,46.3275396225072,72.1856218298211,3344.18225549636,631.34316,478.654596,blurry.complete,0.550339,638.3276,477.5862,complete,98,30.4,3.12916,2979.2
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.0485871923416,75.5141866132401,3024.2364868391,1616.185224,1597.947588,hair,0.549002,1621.3276,1597.0862,hair,112.4,28.4,0,3192.16
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,47.5277137942839,63.7050705579866,3027.75636072465,2462.287896,730.556172,blurry.complete,0.544095,2464.3276,732.5862,blurry.complete,86.8,28.8,0,2499.84
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,43.7710669994799,65.4295411435819,2863.92082914095,1677.599424,1088.352774,blurry.complete,0.525343,1677.3276,1090.0862,complete,88.4,30.8,0,2722.72
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,47.6397336936142,34.1243852350808,1625.67662505755,54.934919928,679.060584,blurry.complete,0.510244,70.5848,703.6011,hair,50.966,42.12776,0.13965,2147.08341616
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.1953095924785,63.342648796949,2546.077378801,416.227896,763.828218,blurry.complete,0.464637,414.3276,765.0862,complete,82,27.6,0,2263.2
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,30.644438740917,17.6740259246042,541.610604751912,887.749632,1463.508324,hair,0.460467,966.3276,1454.0862,hair,85.2,33.2,3.09898,2828.64
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,17.3112959563317,25.1602861012472,435.557159044669,59.49790848,15.74383149,hair,0.442167,57.6699,27.2931,hair,36.12616,21.83448,0,788.7959179968
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,34.5262555621555,20.8327569990489,719.277092213447,47.518974,426.675924,hair,0.40817,41.3276,405.5862,hair,32.4,40.8,0,1321.92
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,41.982700478093,65.2657336413898,2740.03174694946,1538.230824,991.215954,hair,0.36989,1548.9827,996.7226,hair,104.36556,33.46008,0.22489,3492.0799868448
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,31.4968649493906,41.1640175748194,1296.53750232843,807.8616,901.801188,hair,0.367609,796.8276,916.5862,hair,69.6,23.2,3.009265,1614.72
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,33.9802701613457,23.3638059488767,793.908438140086,396.471024,422.026848,hair,0.355472,440.3276,418.0862,hair,71.6,34,0,2434.4
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,36.3730779779899,38.962471629622,1417.18501879946,1613.570544,1784.060316,hair,0.337189,1665.4764,1779.5368,hair,88.55424,30.35224,3.062267,2687.8195454976
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,19.452282872745,24.1253890834035,469.293892865399,23.72730732,966.09267,hair,0.289357,94.8276,965.0862,hair,75.2,23.6,0,1774.72
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,45.2046414171063,47.9317023567495,2166.73541754833,2042.728632,401.649354,hair,0.280336,2099.3276,407.5862,hair,77.2,25.6,3.048536,1976.32
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,40.7455813693236,50.6488640560389,2063.71741165914,77.23911168,844.270938,hair,0.273944,89.4138,845.5106,hair,67.85792,29.63632,0.150328,2011.0590316544
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,36.6484712012735,87.2710998599642,3198.35238992136,1092.234456,635.304546,hair,0.583036,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,22.0471392995186,15.5650591496193,343.165027276902,748.729008,724.416048,hair,0.909136,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,22.5619534753246,19.4769596213611,439.438256817925,1238.991552,514.773144,hair,0.888227,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,31.3403979630003,18.6849649623982,585.594237846274,1452.707136,978.72624,hair,0.831967,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,15.8599665050757,17.726182971604,281.136668192483,443.46204,293.828796,hair,0.820491,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,33.1343327391037,18.8817312619659,625.633566324314,1769.988672,45.24343128,hair,0.741851,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,20.0061519917035,20.3076504748011,406.27794199326,145.8843696,1390.850352,hair,0.625754,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,34.1384014911356,20.4101345077493,696.769366313625,100.9283328,1615.09707,hair,0.60424,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,14.3959680373353,28.7323200420893,413.629560964406,2573.600688,1656.590292,blurry.complete,0.518029,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,26.2715032077833,17.0862643240032,448.881847997083,737.551656,1639.14678,hair,0.514492,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,14.0610735579286,8.60853720882334,121.045274919431,922.081968,12.389904666,hair,0.50333,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,12.2968090388819,22.9250755030702,281.905275663202,262.74456,355.893426,hair,0.405144,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,39.4278849039124,48.3948302723448,1908.10579792239,1902.675096,1451.943468,hair,0.402287,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,27.1187417099761,24.9915470261403,677.73930873462,1571.648832,1795.87449,hair,0.40105,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,4.84783355456735,28.1286959854654,136.363236244563,7.762822272,1419.357168,complete,0.388866,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,14.7339657119695,13.8996026318767,204.796268588073,612.987264,1130.624082,hair,0.378464,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,17.3955609418872,22.8086174930215,396.768695600049,2571.07608,383.155596,hair,0.368889,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,26.5073590972535,154.924920675274,4106.65050545299,2140.931088,1484.534142,hair,0.331325,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,26.3822595368337,17.8387740685935,470.627167296574,1738.280088,806.281776,hair,0.314202,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,13.8269190830025,10.5594025007269,146.004003942405,997.264224,843.68628,hair,0.31207,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,8.77509214891781,10.4504222601909,91.7034183282775,1629.165312,845.8101,hair,0.291652,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,10.7293568978212,6.7892904813301,72.8447206571712,1065.038544,946.051488,hair,0.259589,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_4,30.8871257211318,133.817957406795,4133.25207416874,2134.294272,1298.521044,hair,0.258238,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,46.2952047569995,51.6793363015672,2392.50545578689,1122.752664,1193.334606,blurry.complete,0.90069,1125.3276,1197.5862,blurry.complete,59.6,30.4,0,1811.84
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,47.1650783837496,57.8223737767494,2727.19679151485,1303.039224,1510.783002,blurry.complete,0.89899,1309.3276,1505.5862,blurry.complete,66,28,0,1848
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,48.2113632232592,62.3688564152738,3006.88759045607,683.042544,1176.400422,blurry.complete,0.898752,685.8276,1177.0862,blurry.complete,80,29.2,0,2336
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,48.7837234186766,64.1034944485588,3127.20714334916,228.0254976,1174.313538,blurry.complete,0.895293,232.8276,1174.5862,blurry.complete,76,30.4,0.047583,2310.4
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,40.4500694108553,54.1351381483295,2189.77009566617,1194.653448,126.1163196,blurry.complete,0.886231,1198.8276,130.5862,blurry.complete,71.2,24.8,0,1765.76
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,47.3879998659919,55.8278623787397,2645.57073492233,577.198872,1490.29956,blurry.complete,0.882107,580.3276,1490.5862,blurry.complete,62,27.2,0,1686.4
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,41.1688596579444,50.6335529889453,2084.52563698498,497.098944,116.2695708,blurry.complete,0.877222,495.8276,101.0862,blurry.complete,77.6,24.4,0,1893.44
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,45.5418223810925,53.2613369597417,2425.61834760007,285.9485976,1545.098976,blurry.complete,0.8766,285.3276,1543.0862,blurry.complete,55.6,26.8,0,1490.08
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,45.3123704104996,57.704396693417,2614.72299728652,1835.928504,1577.041812,blurry.complete,0.870007,1828.8276,1577.0862,blurry.complete,63.2,28.4,0,1794.88
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,46.8058300103872,53.2138568678631,2490.71873875428,1037.549088,1549.111878,blurry.complete,0.869555,1037.8276,1544.5862,blurry.complete,59.2,30.4,0,1799.68
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,43.0752082484767,59.2334996485866,2551.49533264893,1692.62784,584.388756,blurry.complete,0.867823,1696.8276,585.0862,blurry.complete,75.2,30.8,0.052986,2316.16
240pictures.csv,T32L75_W3_A4_R5_P299_g66_8,48.5502447590992,59.474367034086,2887.49507639738,1539.132192,1204.480044,blurry.complete,0.866887,1544.3055,1201.0962,blurry.complete,73.2606,24.39564,3.108955,1787.239223784
